Year,by type of educational institution,Region,Value
2018,General secondary educational institutions with Internet access (without specifying the speed),Kherson,
2018,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kherson,19.81
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Kherson,12.32
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Kherson,
2018,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Khmelnytskiy,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Khmelnytskiy,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Khmelnytskiy,
2018,General secondary educational institutions with Internet access (without specifying the speed),Khmelnytskiy,
2018,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Khmelnytskiy,26.01
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Khmelnytskiy,13.9
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Khmelnytskiy,
2018,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Cherkasy,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Cherkasy,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Cherkasy,
2018,General secondary educational institutions with Internet access (without specifying the speed),Cherkasy,
2018,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Cherkasy,23.89
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Cherkasy,9.38
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Cherkasy,
2018,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernivtsi,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernivtsi,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernivtsi,
2018,General secondary educational institutions with Internet access (without specifying the speed),Chernivtsi,
2018,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernivtsi,44.72
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernivtsi,23.87
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernivtsi,
2018,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernihiv,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernihiv,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernihiv,
2018,General secondary educational institutions with Internet access (without specifying the speed),Chernihiv,
2018,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Chernihiv,16.47
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Chernihiv,6.83
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Chernihiv,
2018,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,
2018,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,
2018,General secondary educational institutions with Internet access (without specifying the speed),the city of Kyiv,
2018,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,79.87
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,32.08
2018,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,
2018,,city Sevastopol,
2018,,city Sevastopol,
2019,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ukraine,
2019,General secondary educational institutions with Internet access (without specifying the speed),Ukraine,
2019,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,41.06
2019,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,19.32
2019,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ukraine,
2019,,Autonomous Republic of Crimea,
2019,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Vinnytsya,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Vinnytsya,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Vinnytsya,
2019,General secondary educational institutions with Internet access (without specifying the speed),Vinnytsya,
2019,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Vinnytsya,21.22
2019,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Vinnytsya,8.09
2019,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Vinnytsya,
2019,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Volyn,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Volyn,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Volyn,
2019,General secondary educational institutions with Internet access (without specifying the speed),Volyn,
2019,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Volyn,34.05
2019,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Volyn,14.95
2019,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Volyn,
2019,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Dnipropetrovsk,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Dnipropetrovsk,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Dnipropetrovsk,
2019,General secondary educational institutions with Internet access (without specifying the speed),Dnipropetrovsk,
2019,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Dnipropetrovsk,52.8
2019,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Dnipropetrovsk,35.76
2019,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Dnipropetrovsk,
2019,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Donetsk,
2019,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Donetsk,
