Year,Type of educational institution,Region,Value
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ivano-Frankivsk,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kyiv,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kirovohrad,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Luhansk,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Lviv,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Mykolayiv,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Odesa,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Poltava,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Rivne,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Sumy,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Ternopil,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kharkiv,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Kherson,
2015,general secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) access to the Internet,Khmelnytskiy,
